src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
Aufsätzen,Aufsätze,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,TGT_SLOT_ERROR
hervorkomme,hervorkommen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
zerrüttet,zerrüttete,0_12,N;NOM;SG,0_3,V;SBJV;PRS;1;SG,adj;sint - verb;pp - adj;sint;attr - adj;sint;pred - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,SRC_SLOT_ERROR;TGT_SLOT_ERROR
Freunden,Freunde,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,TGT_SLOT_ERROR
schlachte,schlachtet,0_3,V;SBJV;PRS;1;SG,0_9,V;SBJV;PRS;2;PL,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
unehrt,unehret,0_6,V;IND;PRS;2;PL,0_9,V;SBJV;PRS;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
erniedrigst,erniedrigen,0_10,V;IND;PRS;2;SG,0_0,N;DAT;PL,verb;pri;p2;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_TGT_SLOT_ERROR
überantwortet,überantworte,0_9,V;SBJV;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
niederen,niedere,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
gießet,gießt,0_9,V;SBJV;PRS;2;PL,0_6,V;IND;PRS;2;PL,verb;prs;p2;pl,verb;imp;pl - verb;pri;p2;sg - verb;pri;p2;pl - verb;pri;p3;sg,C
haue,hauen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,MAPPED_POS_PAIR_ERROR
Allerhöchsten,Allerhöchster,0_0,N;DAT;PL,0_5,ADJ;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
goldener,goldenes,0_5,ADJ;GEN;SG,0_8,ADJ;ACC;SG,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Erlöse,Erlösten,0_3,V;SBJV;PRS;1;SG,0_11,V;SBJV;PST;3;PL,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,ERR_TGT_SLOT_ERROR
Hengst,Hengste,0_6,V;IND;PRS;2;PL,0_4,V;SBJV;PST;1;SG,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,ERR_SRC_SLOT_ERROR
sündigt,sündiget,0_6,V;IND;PRS;2;PL,0_9,V;SBJV;PRS;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
erkannten,erkanntest,0_0,N;DAT;PL,0_2,V;SBJV;PRS;2;SG,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl,verb;pii;p2;sg,ERR_TGT_SLOT_ERROR
Tritt,Tritte,0_6,V;IND;PRS;2;PL,0_4,V;SBJV;PST;1;SG,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - verb;imp;sg - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - verb;pri;p3;sg - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,SRC_SLOT_ERROR;TGT_SLOT_ERROR
jaget,jagen,0_9,V;SBJV;PRS;2;PL,0_0,N;DAT;PL,verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_TGT_SLOT_ERROR
sprechet,sprecht,0_9,V;SBJV;PRS;2;PL,0_6,V;IND;PRS;2;PL,verb;prs;p2;pl,verb;imp;pl - verb;pri;p2;pl,C
bestimmen,bestimme,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Sehne,Sehnen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;inf - n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,MAPPED_POS_PAIR_ERROR
sprach,sprach,0_12,N;NOM;SG,0_12,N;NOM;SG,verb;pii;p1;sg - verb;pii;p3;sg,verb;pii;p1;sg - verb;pii;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Glaubst,Glaubt,0_10,V;IND;PRS;2;SG,0_6,V;IND;PRS;2;PL,verb;pri;p2;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_TGT_SLOT_ERROR
Öls,Öls,1_2,DET;NOM;SG,1_2,DET;NOM;SG,n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
nahten,nahes,0_11,V;SBJV;PST;3;PL,0_8,ADJ;ACC;SG,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nütze,nützen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,adv; - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_TGT_SLOT_ERROR
offenbar,offenbar,0_12,N;NOM;SG,0_12,N;NOM;SG,adv; - adj;sint - adj;sint;attr - adj;sint;pred - verb;imp;sg,adv; - adj;sint - adj;sint;attr - adj;sint;pred - verb;imp;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
machen,macht,0_0,N;DAT;PL,0_6,V;IND;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;pl - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p2;pl - verb;pri;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
starken,starker,0_0,N;DAT;PL,0_5,ADJ;GEN;SG,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
wendet,wendest,0_9,V;SBJV;PRS;2;PL,0_2,V;SBJV;PRS;2;SG,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;pri;p2;sg - verb;prs;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
zeigen,zeiget,0_0,N;DAT;PL,0_9,V;SBJV;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;prs;p2;pl,ERR_SRC_SLOT_ERROR
pflege,pflegt,0_3,V;SBJV;PRS;1;SG,0_6,V;IND;PRS;2;PL,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_TGT_SLOT_ERROR
Grimms,Grimm,0_1,N;SG;COMPOUND,0_12,N;NOM;SG,n;m;sg;gen - n;m;sg;cmp;compound-only-L - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,adj;sint - adj;sint;attr - adj;sint;pred - n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
gespannten,gespannt,0_0,N;DAT;PL,0_12,N;NOM;SG,verb;pp,verb;pp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
segnest,segne,0_10,V;IND;PRS;2;SG,0_12,N;NOM;SG,verb;pri;p2;sg - verb;prs;p2;sg,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
borgen,borgen,0_0,N;DAT;PL,0_0,N;DAT;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Einheimischer,Einheimischen,0_5,ADJ;GEN;SG,0_0,N;DAT;PL,adj;sint;comp;attr - adj;sint;comp;pred - n;f;sg;gen - n;f;sg;dat - n;f;pl;gen - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st - n;m;sg;nom - n;m;pl;gen - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;pl;gen;lower - n;m;sg;nom;lower - n;m;pl;gen;lower - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;pl;gen;lower;compound-R - n;m;sg;nom;lower;compound-R - n;m;pl;gen;lower;compound-R,n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;m;sg;gen - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;dat - n;m;pl;acc - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;m;sg;cmp;compound-only-L - n;m;sg;gen;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R - n;m;sg;gen;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R,MAPPED_POS_PAIR_ERROR
reiner,reinem,0_5,ADJ;GEN;SG,0_7,ADJ;DAT;SG,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,ERR_SRC_SLOT_ERROR
bedürfet,bedürfe,0_9,V;SBJV;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,verb;prs;p2;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_TGT_SLOT_ERROR
erwecke,erwecke,0_3,V;SBJV;PRS;1;SG,0_3,V;SBJV;PRS;1;SG,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rufe,ruft,0_3,V;SBJV;PRS;1;SG,0_6,V;IND;PRS;2;PL,n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_TGT_SLOT_ERROR
besäßen,besäßet,0_0,N;DAT;PL,0_6,V;IND;PRS;2;PL,verb;pis;p1;pl - verb;pis;p3;pl,verb;pis;p2;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
solche,solchen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,det;ind;f;sg;nom - det;ind;f;sg;acc - det;ind;mfn;pl;nom - det;ind;mfn;pl;acc,det;ind;m;sg;acc - det;ind;mfn;pl;dat,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
arbeit,arbeit,0_12,N;NOM;SG,0_12,N;NOM;SG,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R,C
brechen,brechet,0_0,N;DAT;PL,0_9,V;SBJV;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,verb;prs;p2;pl,MAPPED_POS_PAIR_ERROR
Totschlägern,Totschläger,1_1,ADJ;ACC;PL,1_0,ADJ,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Pfleger,Pflege,0_5,ADJ;GEN;SG,0_3,V;SBJV;PRS;1;SG,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
Opfern,Opfer,1_1,ADJ;ACC;PL,1_0,ADJ,verb;inf - n;nt;pl;dat - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;nt;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;pl;dat;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - verb;imp;sg - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,SRC_SLOT_ERROR;TGT_SLOT_ERROR
