src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
заключила,заключите,0_9,V;PST;SG;FEM,0_6,V;FUT;2;PL,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,C
раздражится,раздражает,0_8,PRN;DAT;3;SG,0_14,PRN;DAT;2;SG,verb;perf;iv;fut;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Симеонова,Симеон,2_5,PRN;ACC;SG,2_18,N;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
возмущения,возмущали,0_11,DET;ACC;PL,0_0,V;PST;PL,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,ERR_SRC_SLOT_ERROR
укрепили,укрепи,0_0,V;PST;PL,0_1,V;IMP;2;SG,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
вылил,вылил,0_4,PRN;NOM;3;SG,0_4,PRN;NOM;3;SG,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
обманывают,обманывай,1_0,V;FUT;3;PL,1_1,N;ACC;SG,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,ERR_SRC_SLOT_ERROR
разрушение,разрушают,0_7,PRN;INS;PL,0_2,PRN;ACC;3;SG,n;nt;nn;sg;nom - n;nt;nn;sg;acc,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
долгой,долго,2_2,ADJ;ESS;FEM;SG,2_0,N;ESS;SG,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adv; - adj;sint;cmp - adj;sint;short;nt;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
столбы,столбе,2_3,N;NOM;PL,2_0,N;ESS;SG,n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;nn;sg;prp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сокрушились,сокрушают,0_25,PRN;DAT;SG,0_2,PRN;ACC;3;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
опустошать,опустошает,0_22,DET;PL,0_14,PRN;DAT;2;SG,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_TGT_SLOT_ERROR
последуя,последует,1_20,V.CVB;PRS,1_3,V;PRS;3;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
совести,совесть,1_22,N;ACC;PL,1_1,N;ACC;SG,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,n;f;nn;sg;nom - n;f;nn;sg;acc,ERR_TGT_SLOT_ERROR
наполнить,наполните,0_31,V;NFIN,0_6,V;FUT;2;PL,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,C
разрушает,разрушил,0_14,PRN;DAT;2;SG,0_4,PRN;NOM;3;SG,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
опустошит,опустошит,0_16,V;FUT;3;SG,0_16,V;FUT;3;SG,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
семействами,семейств,2_17,N;INS;PL,2_18,N;NOM;SG,n;nt;nn;pl;ins,n;nt;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
заключи,заключить,0_1,V;IMP;2;SG,0_31,V;NFIN,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;inf - verb;perf;iv;inf,C
поклонится,поклонения,0_8,PRN;DAT;3;SG,0_11,DET;ACC;PL,verb;perf;iv;fut;p3;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
вымету,выметают,0_23,V;FUT;1;SG,0_2,PRN;ACC;3;SG,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
луки,лука,2_3,N;NOM;PL,2_6,N;GEN;SG,n;m;nn;pl;nom - n;m;nn;pl;acc - n;f;nn;sg;gen - n;f;nn;pl;nom - n;f;nn;pl;acc,n;m;nn;sg;gen - n;f;nn;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
пророчествуешь,пророчествуйте,1_23,V;PRS;2;SG,1_5,V;IMP;2;PL,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,ERR_SRC_SLOT_ERROR
получите,получают,0_6,V;FUT;2;PL,0_2,PRN;ACC;3;SG,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_TGT_SLOT_ERROR
думать,думают,1_14,ADJ;GEN;FEM;SG,1_0,V;FUT;3;PL,verb;impf;iv;inf,verb;impf;iv;pres;p3;pl,ERR_TGT_SLOT_ERROR
полагаем,полагай,1_13,V;PRS;1;PL,1_1,N;ACC;SG,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,ERR_SRC_SLOT_ERROR
народное,народные,0_3,ADJ;ACC;NEUT;SG,0_21,ADJ;NOM;PL,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
показывает,показываете,1_3,V;PRS;3;SG,1_19,V;PRS;2;PL,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
продолжаешь,продолжались,1_23,V;PRS;2;SG,1_17,NUM;NOM;PL,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;iv;past;mfn;pl - verb;impf;tv;past;mfn;pl;pass,ERR_SRC_SLOT_ERROR
осквернился,оскверниться,0_18,V;PST;SG;MASC,0_20,PRN;2;SG,verb;perf;iv;past;m;sg,verb;perf;iv;inf,TGT_SLOT_ERROR
напишите,напишешь,1_24,PRN;NOM;2;PL,1_23,V;PRS;2;SG,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,ERR_TGT_SLOT_ERROR
пьяные,пьян,2_8,ADJ;ACC;PL,2_18,N;NOM;SG,n;m;aa;pl;nom - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;short;m;sg,ERR_TGT_SLOT_ERROR
пришлют,пришлет,1_0,V;FUT;3;PL,1_3,V;PRS;3;SG,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
утешают,утешишь,0_2,PRN;ACC;3;SG,0_15,V;FUT;2;SG,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
восходи,восходите,0_1,V;IMP;2;SG,0_6,V;FUT;2;PL,verb;impf;iv;imp;p2;sg,verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,ERR_SRC_SLOT_ERROR
Гад,Гадова,2_18,N;NOM;SG,2_5,PRN;ACC;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
воздайте,воздают,1_5,V;IMP;2;PL,1_0,V;FUT;3;PL,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_TGT_SLOT_ERROR
подложу,подложи,0_23,V;FUT;1;SG,0_1,V;IMP;2;SG,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,ERR_SRC_SLOT_ERROR
погребения,погребен,0_11,DET;ACC;PL,0_24,V.PTCP;PASS;PST,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;perf;tv;pp;pasv;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg,ERR_SRC_SLOT_ERROR
скроешь,скроем,1_23,V;PRS;2;SG,1_13,V;PRS;1;PL,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
разрушили,разрушится,0_0,V;PST;PL,0_8,PRN;DAT;3;SG,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;fut;p3;sg,ERR_TGT_SLOT_ERROR
север,северным,0_26,PRN;INS;3;SG,0_28,ADJ;INS;NEUT;SG,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
многолюден,многолюдного,0_24,V.PTCP;PASS;PST,0_10,ADJ;GEN;NEUT;SG,adj;sint;short;m;sg,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
возроптал,возроптали,1_1,N;ACC;SG,1_22,N;ACC;PL,verb;perf;iv;past;m;sg,verb;perf;iv;past;mfn;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
отпустили,отпустишь,0_0,V;PST;PL,0_15,V;FUT;2;SG,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,ERR_TGT_SLOT_ERROR
стариками,старики,2_17,N;INS;PL,2_3,N;NOM;PL,n;m;aa;pl;ins,n;m;aa;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
открыли,открылись,1_6,V.CVB,1_17,NUM;NOM;PL,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;past;mfn;pl,PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
встретите,встретит,0_6,V;FUT;2;PL,0_16,V;FUT;3;SG,verb;perf;tv;fut;p2;pl - verb;perf;iv;fut;p2;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сходили,сходились,0_0,V;PST;PL,0_25,PRN;DAT;SG,verb;perf;iv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR;TGT_SLOT_ERROR
рассказывают,рассказывал,1_0,V;FUT;3;PL,1_4,ADJ;MASC;SG;LGSPEC1,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
окружила,окружить,0_9,V;PST;SG;FEM,0_31,V;NFIN,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;inf - verb;perf;iv;inf,C
полагая,полагают,1_20,V.CVB;PRS,1_0,V;FUT;3;PL,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
вынеся,вынесут,1_20,V.CVB;PRS,1_0,V;FUT;3;PL,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
утешает,утешены,0_14,PRN;DAT;2;SG,0_27,ADJ;PL;LGSPEC1,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;pp;pasv;short;mfn;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
вкладывания,вкладывается,1_8,NUM;GEN;PL,1_12,PRN;NOM;2;SG,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;pres;p3;sg;pass,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
пасите,паслись,1_24,PRN;NOM;2;PL,1_17,NUM;NOM;PL,verb;impf;iv;imp;p2;pl,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
аспиды,аспидов,2_3,N;NOM;PL,2_1,N;GEN;PL,n;m;nn;pl;nom - n;m;nn;pl;acc - n;m;aa;pl;nom,n;m;nn;pl;gen - n;m;aa;pl;gen - n;m;aa;pl;acc,C
восклицайте,восклицать,1_5,V;IMP;2;PL,1_14,ADJ;GEN;FEM;SG,verb;impf;iv;imp;p2;pl,verb;impf;iv;inf,TGT_SLOT_ERROR
отнят,отнятое,2_18,N;NOM;SG,2_15,ADJ;NOM;NEUT;SG,verb;perf;tv;pp;pasv;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg;fac,verb;perf;tv;pp;pasv;nt;an;sg;nom - verb;perf;tv;pp;pasv;nt;an;sg;acc - verb;perf;tv;pp;pasv;nt;an;sg;nom;fac - verb;perf;tv;pp;pasv;nt;an;sg;acc;fac,SRC_SLOT_ERROR;TGT_SLOT_ERROR
большом,большую,2_14,N;INS;SG,2_13,ADJ;ACC;FEM;SG,n;m;aa;sg;prp - adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,adj;sint;f;an;sg;acc - adj;sint;f;an;sg;acc,SRC_SLOT_ERROR
Навуфея,Навуфею,1_20,V.CVB;PRS,1_2,V;PRS;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
чистоту,чистоте,2_19,N;DAT;SG,2_0,N;ESS;SG,n;f;nn;sg;acc,n;f;nn;sg;dat - n;f;nn;sg;prp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Фимнафу,Фимнафе,2_19,N;DAT;SG,2_0,N;ESS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
иною,иных,2_4,ADJ;INS;FEM;SG,2_1,N;GEN;PL,det;ind;f;an;sg;ins,n;nt;nn;pl;prp - n;nt;nn;pl;gen - det;ind;mfn;aa;pl;acc - det;ind;mfn;an;pl;gen - det;ind;mfn;an;pl;prp,SRC_POS_ERROR;SRC_SLOT_ERROR
выбросил,выбросят,0_4,PRN;NOM;3;SG,0_29,V;PRS;3;PL,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
простирала,простирай,1_16,ADJ;FEM;SG;LGSPEC1,1_1,N;ACC;SG,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg - verb;impf;tv;past;f;sg - verb;impf;iv;past;f;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
чищу,чище,2_19,N;DAT;SG,2_0,N;ESS;SG,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,adj;sint;comp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Уззу,Уззу,2_19,N;DAT;SG,2_19,N;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
немощен,немощных,0_24,V.PTCP;PASS;PST,0_19,ADJ;ESS;PL,adj;sint;short;m;sg - adj;sint;short;m;sg,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,ERR_TGT_SLOT_ERROR
Твое,Твои,1_10,DET;NOM;SG,1_22,N;ACC;PL,prn;pos;nt;an;sg;nom - prn;pos;nt;an;sg;acc - det;pos;nt;an;sg;nom - det;pos;nt;an;sg;acc,prn;pos;mfn;an;pl;nom - prn;pos;mfn;nn;pl;acc - det;pos;mfn;an;pl;nom - det;pos;mfn;nn;pl;acc,TGT_SLOT_ERROR
весах,весами,2_10,N;ESS;PL,2_17,N;INS;PL,n;m;nn;pl;prp - n;m;nn;pl;prp - n;m;nn;pl;prp,n;m;nn;pl;ins - n;m;nn;pl;ins - n;m;nn;pl;ins,C
переменит,перемен,0_16,V;FUT;3;SG,0_26,PRN;INS;3;SG,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,n;f;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
возвращает,возвращу,0_14,PRN;DAT;2;SG,0_23,V;FUT;1;SG,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Иеровоамов,Иеровоаму,2_1,N;GEN;PL,2_19,N;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
гнусной,гнусное,2_2,ADJ;ESS;FEM;SG,2_15,ADJ;NOM;NEUT;SG,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
немноги,немногое,2_3,N;NOM;PL,2_15,ADJ;NOM;NEUT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
обществе,общества,2_0,N;ESS;SG,2_6,N;GEN;SG,n;nt;nn;sg;prp,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_TGT_SLOT_ERROR
лишать,лишится,0_22,DET;PL,0_8,PRN;DAT;3;SG,verb;impf;tv;inf - verb;impf;iv;inf,verb;perf;iv;fut;p3;sg,ERR_TGT_SLOT_ERROR
осквернит,осквернится,0_16,V;FUT;3;SG,0_8,PRN;DAT;3;SG,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
приступал,приступим,0_4,PRN;NOM;3;SG,0_17,V;IMP;1;PL,verb;impf;iv;past;m;sg,verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
говорите,говорят,0_6,V;FUT;2;PL,0_29,V;PRS;3;PL,verb;impf;tv;pres;p2;pl - verb;impf;tv;imp;p2;pl - verb;impf;iv;pres;p2;pl - verb;impf;iv;imp;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_TGT_SLOT_ERROR
пишу,пиши,1_2,V;PRS;1;SG,1_22,N;ACC;PL,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,ERR_SRC_SLOT_ERROR
Саваофом,Саваофа,2_14,N;INS;SG,2_6,N;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
малые,малом,2_8,ADJ;ACC;PL,2_14,N;INS;SG,n;m;aa;pl;nom - n;nt;nn;pl;acc - n;nt;nn;pl;nom - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,n;m;aa;sg;prp - n;nt;nn;sg;prp - adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,TGT_SLOT_ERROR
Дане,Дан,2_0,N;ESS;SG,2_18,N;NOM;SG,n;m;nn;sg;prp,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - verb;perf;tv;pp;pasv;short;m;sg,ERR_SRC_SLOT_ERROR
спи,спал,0_1,V;IMP;2;SG,0_4,PRN;NOM;3;SG,verb;impf;iv;imp;p2;sg,verb;impf;iv;past;m;sg - verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR
водворится,водворил,0_8,PRN;DAT;3;SG,0_4,PRN;NOM;3;SG,verb;perf;iv;fut;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
пася,паслись,1_20,V.CVB;PRS,1_17,NUM;NOM;PL,verb;impf;iv;pprs;adv,verb;impf;iv;past;mfn;pl,ERR_SRC_SLOT_ERROR
удалили,удалился,0_0,V;PST;PL,0_18,V;PST;SG;MASC,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;past;m;sg,PARADIGM_ERROR
главным,глава,0_28,ADJ;INS;NEUT;SG,0_13,PRN;NOM;SG,n;nt;nn;pl;dat - n;nt;nn;sg;ins - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;m;aa;sg;nom - n;f;nn;sg;nom - n;f;nn;sg;nom - n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,PARADIGM_ERROR;TGT_SLOT_ERROR
посрамить,посрами,0_31,V;NFIN,0_1,V;IMP;2;SG,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
душами,душу,2_17,N;INS;PL,2_19,N;DAT;SG,n;m;nn;pl;ins - n;f;nn;pl;ins,n;m;nn;sg;dat - n;f;nn;sg;dat - n;f;nn;sg;acc - verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,ERR_SRC_SLOT_ERROR
страдают,страдай,1_0,V;FUT;3;PL,1_1,N;ACC;SG,verb;impf;iv;pres;p3;pl,verb;impf;iv;imp;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Гаттаавы,Гаттааве,2_3,N;NOM;PL,2_0,N;ESS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
уподобились,уподобился,0_25,PRN;DAT;SG,0_18,V;PST;SG;MASC,verb;perf;iv;past;mfn;pl,verb;perf;iv;past;m;sg,SRC_SLOT_ERROR
Асаию,Асаила,1_2,V;PRS;1;SG,1_16,ADJ;FEM;SG;LGSPEC1,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
покорится,покорении,0_8,PRN;DAT;3;SG,0_5,PRN;PL,verb;perf;iv;fut;p3;sg,n;nt;nn;sg;prp,ERR_SRC_SLOT_ERROR
сходи,сходите,0_1,V;IMP;2;SG,0_6,V;FUT;2;PL,verb;perf;iv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,C
сражение,сражает,0_7,PRN;INS;PL,0_14,PRN;DAT;2;SG,n;nt;nn;sg;nom - n;nt;nn;sg;acc,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
допускают,допускать,1_0,V;FUT;3;PL,1_14,ADJ;GEN;FEM;SG,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;inf - verb;impf;iv;inf,ERR_SRC_SLOT_ERROR
духовный,духовным,0_12,ADJ;NOM;MASC;SG,0_28,ADJ;INS;NEUT;SG,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,n;f;nn;pl;dat - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR
покорились,покорить,0_25,PRN;DAT;SG,0_31,V;NFIN,verb;perf;iv;past;mfn;pl,verb;perf;tv;inf - verb;perf;iv;inf,PARADIGM_ERROR;SRC_SLOT_ERROR
производите,производил,0_6,V;FUT;2;PL,0_4,PRN;NOM;3;SG,verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,ERR_TGT_SLOT_ERROR
волхвов,волхвах,2_1,N;GEN;PL,2_10,N;ESS;PL,n;m;aa;pl;gen - n;m;aa;pl;acc,n;m;aa;pl;prp,ERR_SRC_SLOT_ERROR
восхвален,восхвалит,0_24,V.PTCP;PASS;PST,0_16,V;FUT;3;SG,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
благодеяниями,благодеяния,1_7,NUM;ACC;SG,1_20,V.CVB;PRS,n;nt;nn;pl;ins,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
собирай,собирания,1_1,N;ACC;SG,1_8,NUM;GEN;PL,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_TGT_SLOT_ERROR
