src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
täydelliseen,täydellisen,0_0,V;ACT;PRS;POS;IND;1;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;sg;ill,adj;pst;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
taitava,taitaisi,1_2,V.PTCP;ACT;PRS,1_13,V;ACT;PRS;POS;COND;3;SG,vaux;actv;pprs;pst;sg;nom - verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,n;pl;gen;use_archaic;px2sg - vaux;actv;cni;conneg - vaux;actv;cni;p3;sg - verb;actv;cni;conneg - verb;actv;cni;p3;sg,MAPPED_POS_PAIR_ERROR
vahvistua,vahvistuu,1_1,V;NFIN,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;pri;p3;sg,C
nousi,nouskoot,1_4,V;ACT;PST;POS;IND;3;SG,1_20,V;ACT;PRS;POS;IMP;3;PL,verb;actv;past;p3;sg,verb;actv;imp;p3;pl,C
suoritettavat,suoritettavan,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,verb;pasv;pprs;pst;pl;nom,verb;pasv;pprs;pst;sg;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kärjestä,kärjen,0_4,V;ACT;PRS;POS;IMP;2;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ela,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kivien,kiviksi,0_0,V;ACT;PRS;POS;IND;1;SG,0_2,ADJ;TRANS;SG,n;pl;gen,n;pl;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
isä,isänne,0_1,ADJ;NOM;SG,0_5,N;NOM;SG,n;sg;nom,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,ERR_SRC_SLOT_ERROR
kuormasta,kuormani,0_17,N;IN+ABL;SG,0_16,N;GEN;SG,n;sg;ela,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
apunasi,apunani,0_19,V;ACT;PRS;POS;COND,0_16,N;GEN;SG,n;sg;ess;px2sg,n;sg;ess;px1sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kokoontukoon,kokoontuen,1_17,V;ACT;PRS;POS;IMP;3;SG,1_10,V;ACT;INS;SG,verb;actv;imp;p3;sg,verb;actv;infe;sg;ins,C
uskovat,uskoneet,1_16,V;ACT;PRS;POS;IND;3;PL,1_12,V.PTCP;ACT;PST,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom - n;pl;nom,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
sankarin,sankari,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,n;sg;gen,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
anokoon,anova,1_17,V;ACT;PRS;POS;IMP;3;SG,1_2,V.PTCP;ACT;PRS,verb;actv;imp;p3;sg,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
polvea,polvesta,0_3,N;PRT;SG,0_17,N;IN+ABL;SG,n;sg;par,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
surmaava,surmaatte,1_2,V.PTCP;ACT;PRS,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;pprs;pst;sg;nom,verb;actv;pri;p2;pl,MAPPED_POS_PAIR_ERROR
ystävämme,ystävä,0_10,V;ACT;PRS;POS;IND;1;PL,0_1,ADJ;NOM;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
opissa,opista,0_7,N;IN+ESS;SG,0_17,N;IN+ABL;SG,n;sg;ine,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nuoremmalle,nuoremmat,0_6,N;AT+ALL;SG,0_13,ADJ;NOM;PL,adj;comp;sg;all,adj;comp;pl;nom,SRC_SLOT_ERROR
libanonia,libanonin,0_3,N;PRT;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
belasta,belan,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
jumalankuvien,jumalankuville,0_0,V;ACT;PRS;POS;IND;1;SG,0_6,N;AT+ALL;SG,n;pl;gen,n;pl;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
batsebaa,batseban,0_3,N;PRT;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ateenasta,ateenassa,0_17,N;IN+ABL;SG,0_7,N;IN+ESS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
suojaa,suojassa,0_3,N;PRT;SG,0_7,N;IN+ESS;SG,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,n;sg;ine,ERR_TGT_SLOT_ERROR
lippuna,lippua,0_14,ADJ;FRML;SG,0_3,N;PRT;SG,n;sg;ess,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
muulinsa,muulit,0_12,N;NOM;PL,0_13,ADJ;NOM;PL,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom,ERR_TGT_SLOT_ERROR
tunnustaen,tunnustatte,1_10,V;ACT;INS;SG,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;infe;sg;ins,verb;actv;pri;p2;pl,C
muistossa,muistonsa,0_7,N;IN+ESS;SG,0_12,N;NOM;PL,n;sg;ine,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
viinitarhasi,viinitarhat,0_19,V;ACT;PRS;POS;COND,0_13,ADJ;NOM;PL,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
osansa,osaan,0_12,N;NOM;PL,0_9,N;IN+ALL;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;ill - vaux;actv;pri;p1;sg,C
laumalle,laumaan,0_6,N;AT+ALL;SG,0_9,N;IN+ALL;SG,n;sg;all,n;sg;ill,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ohimon,ohimot,0_0,V;ACT;PRS;POS;IND;1;SG,0_13,ADJ;NOM;PL,n;sg;gen,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
oppikoon,oppikaa,1_17,V;ACT;PRS;POS;IMP;3;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;imp;p3;sg,verb;actv;imp;p2;pl,C
lakastuneet,lakastu,1_12,V.PTCP;ACT;PST,1_11,V;ACT;PRS;POS;IND,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
julistaen,julistako,1_10,V;ACT;INS;SG,1_6,V;ACT;PRS;POS;IMP,verb;actv;infe;sg;ins,verb;actv;imp;conneg,C
perintömaana,perintömaanne,0_14,ADJ;FRML;SG,0_5,N;NOM;SG,n;cmp;n;sg;ess - n;sg;nom;cmp;n;sg;ess,n;cmp;n;pl;nom;px2pl - n;cmp;n;sg;gen;px2pl - n;cmp;n;sg;nom;px2pl - n;sg;nom;cmp;n;pl;nom;px2pl - n;sg;nom;cmp;n;sg;gen;px2pl - n;sg;nom;cmp;n;sg;nom;px2pl,SRC_SLOT_ERROR
aamonia,aamonista,0_3,N;PRT;SG,0_17,N;IN+ABL;SG,n;sg;nom;cmp;n;use_blacklist;sg;par,n;sg;nom;cmp;n;use_blacklist;sg;ela,C
alkavat,alkakaa,1_16,V;ACT;PRS;POS;IND;3;PL,1_22,V;ACT;PRS;POS;IMP;2;PL,vaux;actv;pprs;pst;pl;nom - vaux;actv;pri;p3;pl,vaux;actv;imp;p2;pl,SRC_POS_ERROR TGT_POS_ERROR
kuiva,kuivalla,0_1,ADJ;NOM;SG,0_18,N;AT+ESS;SG,adj;pst;sg;nom - n;sg;nom - verb;actv;imp;p2;sg - verb;actv;pri;conneg,adj;pst;sg;ade - n;sg;ade,ERR_TGT_SLOT_ERROR
ajoin,ajoi,1_3,V;ACT;PST;POS;IND;1;SG,1_4,V;ACT;PST;POS;IND;3;SG,n;pl;ins - verb;actv;past;p1;sg - n;pl;ins - adv; - n;pl;ins,verb;actv;past;p3;sg,C
astukaa,astunut,1_22,V;ACT;PRS;POS;IMP;2;PL,1_7,V;ACT;PST;POS;IND;SG,verb;actv;imp;p2;pl,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
olevamme,olevasi,0_10,V;ACT;PRS;POS;IND;1;PL,0_19,V;ACT;PRS;POS;COND,adj;pst;pl;nom;px1pl - adj;pst;sg;gen;px1pl - adj;pst;sg;nom;px1pl - vaux;actv;pprs;pst;pl;nom;px1pl - vaux;actv;pprs;pst;sg;gen;px1pl - vaux;actv;pprs;pst;sg;nom;px1pl - verb;actv;pprs;pst;pl;nom;px1pl - verb;actv;pprs;pst;sg;gen;px1pl - verb;actv;pprs;pst;sg;nom;px1pl,adj;pst;pl;nom;px2sg - adj;pst;sg;gen;px2sg - adj;pst;sg;nom;px2sg - vaux;actv;pprs;pst;pl;nom;px2sg - vaux;actv;pprs;pst;sg;gen;px2sg - vaux;actv;pprs;pst;sg;nom;px2sg - verb;actv;pprs;pst;pl;nom;px2sg - verb;actv;pprs;pst;sg;gen;px2sg - verb;actv;pprs;pst;sg;nom;px2sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
estemoan,estemoa,0_9,N;IN+ALL;SG,0_3,N;PRT;SG,n;sg;nom;cmp;n;sg;gen,n;sg;nom;cmp;n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
luopunut,luopuen,1_7,V;ACT;PST;POS;IND;SG,1_10,V;ACT;INS;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,verb;actv;infe;sg;ins,C
kutsu,kutsuu,1_11,V;ACT;PRS;POS;IND,1_0,V;ACT;PRS;POS;IND;3;SG,n;sg;nom - verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;pri;p3;sg,C
abisagia,abisag,1_21,N;PRT;PL,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vaatiko,vaati,1_6,V;ACT;PRS;POS;IMP,1_11,V;ACT;PRS;POS;IND,verb;actv;imp;conneg,verb;actv;past;p3;sg,TGT_SLOT_ERROR
virtaa,virtana,0_3,N;PRT;SG,0_14,ADJ;FRML;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg - n;sg;par,n;sg;ess,ERR_TGT_SLOT_ERROR
kedeksestä,kedeksen,0_4,V;ACT;PRS;POS;IMP;2;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vainion,vainio,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,n;sg;gen,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
asu,asuta,1_11,V;ACT;PRS;POS;IND,1_1,V;NFIN,n;sg;nom - verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;pasv;pri;impers;conneg - verb;actv;imp;p2;sg - verb;actv;pri;conneg,TGT_SLOT_ERROR
rakastit,rakastivat,1_9,V;ACT;PRS;POS;IND;2;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;past;p2;sg,verb;actv;past;p3;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
serkku,serkkunsa,0_1,ADJ;NOM;SG,0_12,N;NOM;PL,n;sg;nom,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
maaherrana,maaherrat,0_14,ADJ;FRML;SG,0_13,ADJ;NOM;PL,n;sg;ess,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ryöstettävä,ryöstettävän,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,verb;pasv;pprs;pst;sg;nom,verb;pasv;pprs;pst;sg;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
niskaan,niskan,0_9,N;IN+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ill,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ulottuu,ulottumaan,1_0,V;ACT;PRS;POS;IND;3;SG,1_18,V;IN+ALL;SG,verb;actv;pri;p3;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill - n;sg;ill,C
kokoan,kokoava,1_3,V;ACT;PST;POS;IND;1;SG,1_2,V.PTCP;ACT;PRS,verb;actv;pri;p1;sg,adj;pst;sg;nom - verb;actv;pprs;pst;sg;nom,SRC_SLOT_ERROR
tarkatkoon,tarkatkaa,1_17,V;ACT;PRS;POS;IMP;3;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;imp;p3;sg,verb;actv;imp;p2;pl,C
ystävää,ystävänsä,0_3,N;PRT;SG,0_8,ADJ;GEADJ;SG,n;sg;par,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
valtaa,valtanne,0_3,N;PRT;SG,0_5,N;NOM;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg - n;sg;par,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,C
gaadille,gaadiin,1_15,N;AT+ALL;PL,1_8,N;IN+ALL;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
pöydälle,pöydät,0_6,N;AT+ALL;SG,0_13,ADJ;NOM;PL,n;sg;all,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
orja,orjat,0_1,ADJ;NOM;SG,0_13,ADJ;NOM;PL,n;sg;nom,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
menehdymme,menehdy,0_10,V;ACT;PRS;POS;IND;1;PL,0_1,ADJ;NOM;SG,verb;actv;pri;p1;pl,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
vaimoni,vaimonne,0_16,N;GEN;SG,0_5,N;NOM;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,C
osoittakaa,osoittakoon,1_22,V;ACT;PRS;POS;IMP;2;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;imp;p2;pl,verb;actv;imp;p3;sg,C
isäntänsä,isäntäni,0_8,ADJ;GEADJ;SG,0_16,N;GEN;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,SRC_SLOT_ERROR
lihanne,lihansa,0_5,N;NOM;SG,0_12,N;NOM;PL,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,C
tekojenne,tekojemme,0_5,N;NOM;SG,0_10,V;ACT;PRS;POS;IND;1;PL,n;pl;gen;px2pl,n;pl;gen;px1pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
huudamme,huudat,0_10,V;ACT;PRS;POS;IND;1;PL,0_13,ADJ;NOM;PL,verb;actv;pri;p1;pl,verb;actv;pri;p2;sg,TGT_SLOT_ERROR
vahvaa,vahvaan,0_3,N;PRT;SG,0_9,N;IN+ALL;SG,adj;pst;sg;par,adj;pst;sg;ill,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tuhosi,tuholle,0_19,V;ACT;PRS;POS;COND,0_6,N;AT+ALL;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - verb;actv;past;p3;sg,n;sg;all,ERR_TGT_SLOT_ERROR
saatanalta,saatanaksi,0_11,N;AT+ABL;SG,0_2,ADJ;TRANS;SG,n;sg;abl,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lootilla,lootille,0_18,N;AT+ESS;SG,0_6,N;AT+ALL;SG,n;pl;ade,n;pl;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
arvonsa,arvosta,0_12,N;NOM;PL,0_17,N;IN+ABL;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;ela - post; - verb;actv;imp;p2;sg - verb;actv;pri;conneg,C
viivymme,viivy,0_10,V;ACT;PRS;POS;IND;1;PL,0_1,ADJ;NOM;SG,verb;actv;pri;p1;pl,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
iäksi,iän,0_2,ADJ;TRANS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;tra - adv;,n;sg;gen,ERR_TGT_SLOT_ERROR
jääneille,jääneen,1_15,N;AT+ALL;PL,1_10,V;ACT;INS;SG,verb;actv;pp;pst;pl;all,verb;actv;pp;pst;sg;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kertomaan,kertoja,1_18,V;IN+ALL;SG,1_1,V;NFIN,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill - n;sg;ill,n;pl;par - n;pl;par - n;sg;nom,PARADIGM_ERROR;TGT_SLOT_ERROR
hartioilleen,hartioilleni,0_0,V;ACT;PRS;POS;IND;1;SG,0_16,N;GEN;SG,n;pl;all;px3sp,n;pl;all;px1sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
bigvai,bigvain,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
oikealta,oikeaksi,0_11,N;AT+ABL;SG,0_2,ADJ;TRANS;SG,adj;pst;sg;abl - n;sg;abl - adv;,adj;pst;sg;tra - n;sg;tra,ERR_TGT_SLOT_ERROR
kaivolle,kaivo,0_6,N;AT+ALL;SG,0_1,ADJ;NOM;SG,n;sg;all,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
päänsä,pääsi,0_8,ADJ;GEADJ;SG,0_19,V;ACT;PRS;POS;COND,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - verb;actv;past;p3;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
nelijalkaisia,nelijalkaisiin,1_21,N;PRT;PL,1_8,N;IN+ALL;PL,adj;pst;pl;par - n;pl;par,adj;pst;pl;ill - n;pl;ill,C
sanoneet,sanokoot,1_12,V.PTCP;ACT;PST,1_20,V;ACT;PRS;POS;IMP;3;PL,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;imp;p3;pl,MAPPED_POS_PAIR_ERROR
suuni,suuan,0_16,N;GEN;SG,0_9,N;IN+ALL;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
sukulaisemme,sukulaisenne,0_10,V;ACT;PRS;POS;IND;1;PL,0_5,N;NOM;SG,adj;pst;pl;nom;px1pl - adj;pst;sg;gen;px1pl - adj;pst;sg;nom;px1pl - n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,adj;pst;pl;nom;px2pl - adj;pst;sg;gen;px2pl - adj;pst;sg;nom;px2pl - n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,SRC_SLOT_ERROR
uhrilahjani,uhrilahjanne,0_16,N;GEN;SG,0_5,N;NOM;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,C
noomi,noomiksi,0_1,ADJ;NOM;SG,0_2,ADJ;TRANS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kantakoot,kantakoon,1_20,V;ACT;PRS;POS;IMP;3;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;imp;p3;pl,verb;actv;imp;p3;sg,C
kirkkaat,kirkkaaksi,0_13,ADJ;NOM;PL,0_2,ADJ;TRANS;SG,adj;pst;pl;nom - n;pl;nom,adj;pst;sg;tra - n;sg;tra,ERR_TGT_SLOT_ERROR
todistanut,todistamaan,1_7,V;ACT;PST;POS;IND;SG,1_18,V;IN+ALL;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
toit,toi,0_13,ADJ;NOM;PL,0_1,ADJ;NOM;SG,verb;actv;past;p2;sg,prn;sg;nom - verb;actv;past;p3;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
polttouhriin,polttouhrina,0_15,N;GEN;PL,0_14,ADJ;FRML;SG,n;sg;ill,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
huoneeseemme,huoneeseesi,0_10,V;ACT;PRS;POS;IND;1;PL,0_19,V;ACT;PRS;POS;COND,n;sg;ill;px1pl,n;sg;ill;px2sg,ERR_TGT_SLOT_ERROR
kuolemansa,kuolemalla,0_12,N;NOM;PL,0_18,N;AT+ESS;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp - verb;actv;infma;sg;ins;px3sp - verb;agent;pst;pl;nom;px3sp - verb;agent;pst;sg;gen;px3sp - verb;agent;pst;sg;nom;px3sp,n;sg;ade - verb;actv;infma;sg;ade - verb;agent;pst;sg;ade,C
osoittamaan,osoittakoon,1_18,V;IN+ALL;SG,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;imp;p3;sg,C
ryhmä,ryhmän,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
paulaa,paulana,0_3,N;PRT;SG,0_14,ADJ;FRML;SG,n;sg;par,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
antamasi,antamat,0_19,V;ACT;PRS;POS;COND,0_13,ADJ;NOM;PL,verb;actv;infma;sg;ins;px2sg - verb;agent;pst;pl;nom;px2sg - verb;agent;pst;sg;gen;px2sg - verb;agent;pst;sg;nom;px2sg,verb;agent;pst;pl;nom,SRC_SLOT_ERROR;TGT_SLOT_ERROR
ajattelen,ajattelemaan,1_3,V;ACT;PST;POS;IND;1;SG,1_18,V;IN+ALL;SG,verb;actv;pri;p1;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,SRC_SLOT_ERROR
profeetaksi,profeetan,0_2,ADJ;TRANS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;tra,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
asettako,asettaen,1_6,V;ACT;PRS;POS;IMP,1_10,V;ACT;INS;SG,verb;actv;imp;conneg,verb;actv;infe;sg;ins,C
majailemaan,majailevat,1_18,V;IN+ALL;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,C
ilonsa,ilonne,0_12,N;NOM;PL,0_5,N;NOM;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,C
kuville,kuvilla,0_6,N;AT+ALL;SG,0_18,N;AT+ESS;SG,n;pl;all - n;sg;all,n;pl;ade - n;sg;ade,C
tappaa,tappaisi,1_1,V;NFIN,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
kertoa,kertovat,1_1,V;NFIN,1_16,V;ACT;PRS;POS;IND;3;PL,n;sg;par - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,C
taistelivat,taistelkaa,1_5,V;ACT;PST;POS;IND;3;PL,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;past;p3;pl,verb;actv;imp;p2;pl,C
kauppatavara,kauppatavaraa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,n;sg;nom,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ebjatarilla,ebjatar,1_19,N;AT+ESS;PL,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
eron,ero,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,n;sg;gen,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hienoa,hienoksi,0_3,N;PRT;SG,0_2,ADJ;TRANS;SG,adj;pst;sg;par,adj;pst;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tarvitset,tarvitsee,1_9,V;ACT;PRS;POS;IND;2;SG,1_0,V;ACT;PRS;POS;IND;3;SG,vaux;actv;pri;p2;sg - verb;actv;pri;p2;sg,vaux;actv;pri;p3;sg - verb;actv;pri;p3;sg,ERR_SRC_SLOT_ERROR
pyhänsä,pyhä,0_8,ADJ;GEADJ;SG,0_1,ADJ;NOM;SG,adj;pst;pl;nom;px3sp - adj;pst;sg;gen;px3sp - adj;pst;sg;nom;px3sp - n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,adj;pst;sg;nom - n;sg;nom,ERR_TGT_SLOT_ERROR
egyptiläisen,egyptiläiset,0_0,V;ACT;PRS;POS;IND;1;SG,0_13,ADJ;NOM;PL,adj;pst;sg;gen - n;sg;gen,adj;pst;pl;nom - n;pl;nom,ERR_SRC_SLOT_ERROR
