src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
возвеличится,возвеличения,0_8,0_11,verb;perf;iv;fut;p3;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
изнеженную,изнеженная,2_13,2_9,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc - verb;perf;tv;pp;pasv;f;an;sg;acc,adj;sint;f;an;sg;nom - verb;perf;tv;pp;pasv;f;an;sg;nom,C
многи,многое,2_3,2_15,,,SRC_LEXICAL_ERROR
Ангелы,Ангелом,2_3,2_14,n;m;aa;pl;nom,n;m;aa;sg;ins,C
иссушил,иссушу,0_4,0_23,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,C
приготовили,приготовит,0_0,0_16,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
посвящает,посвящают,1_3,1_0,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
поразят,поразила,0_29,0_9,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,C
мышцу,мышц,2_19,2_18,n;f;nn;sg;acc,n;f;nn;pl;gen,C
красивым,красивых,2_16,2_1,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,C
составим,составить,0_17,0_31,verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,verb;perf;tv;inf - verb;perf;iv;inf,C
государь,государи,1_1,1_22,n;m;aa;sg;nom,n;m;aa;pl;nom,C
отвес,отвесят,0_26,0_29,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,POS_PAIR_ERROR
праздники,праздником,2_3,2_14,n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;nn;sg;ins,C
готовые,готового,2_8,2_7,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
укоренится,укоренил,0_8,0_4,verb;perf;iv;fut;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
нитей,нити,1_18,1_22,n;f;nn;pl;gen,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,C
кора,кору,2_6,2_19,n;f;nn;sg;nom,n;f;nn;sg;acc,C
Иродиаду,Иродиады,2_19,2_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
четырнадцати,четырнадцатый,2_3,2_12,num;mfn;pl;gen - num;mfn;pl;dat - num;mfn;pl;prp,det;ord;m;an;sg;nom - det;ord;m;nn;sg;acc,POS_PAIR_ERROR
наказываем,наказываем,1_13,1_13,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,C
отличный,отличает,0_12,0_14,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
завещеваю,завещевает,1_2,1_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
призришь,призри,0_15,0_1,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
сера,сера,0_13,0_13,n;f;nn;sg;nom - adj;sint;short;f;sg,n;f;nn;sg;nom - adj;sint;short;f;sg,C
попирает,попирают,1_3,1_0,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
цело,целом,2_0,2_14,adj;sint;cmp - adj;sint;short;nt;sg,n;nt;nn;sg;prp - adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,C
телами,телах,2_17,2_10,n;nt;nn;pl;ins,n;nt;nn;pl;prp,C
нашу,нашей,1_2,1_18,prn;pos;f;an;sg;acc - det;pos;f;an;sg;acc,prn;pos;f;an;sg;gen - prn;pos;f;an;sg;dat - prn;pos;f;an;sg;prp - prn;pos;f;an;sg;ins - det;pos;f;an;sg;gen - det;pos;f;an;sg;dat - det;pos;f;an;sg;prp - det;pos;f;an;sg;ins - verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
ученику,учениках,2_19,2_10,n;m;aa;sg;dat,n;m;aa;pl;prp,C
овцах,овцам,2_10,2_11,n;f;aa;pl;prp,n;f;aa;pl;dat,C
устроишь,устроил,0_15,0_4,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
мучил,мучиться,0_4,0_20,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;inf;pass,C
осматривал,осматривающий,1_4,1_21,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,C
благоговели,благоговеет,1_6,1_3,verb;impf;iv;past;mfn;pl,verb;impf;iv;pres;p3;sg,C
научает,научились,0_14,0_25,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;iv;past;mfn;pl,PARADIGM_ERROR
возмущении,возмущает,0_5,0_14,n;nt;nn;sg;prp,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
четырнадцатую,четырнадцати,2_13,2_3,det;ord;f;an;sg;acc,num;mfn;pl;gen - num;mfn;pl;dat - num;mfn;pl;prp,POS_PAIR_ERROR
запасы,запасами,2_3,2_17,n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;nn;pl;ins,C
беременной,беременные,2_2,2_8,n;f;aa;sg;ins - n;f;aa;sg;gen - n;f;aa;sg;dat - n;f;aa;sg;prp - adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,n;f;aa;pl;nom - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
стеснены,стеснили,0_27,0_0,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
исполнится,исполниться,0_8,0_20,verb;perf;iv;fut;p3;sg,verb;perf;iv;inf,C
стары,старый,2_3,2_12,adj;sint;short;mfn;pl,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
рабом,рабов,2_14,2_1,n;m;aa;sg;ins,n;m;aa;pl;gen - n;m;aa;pl;acc,C
взорами,взором,2_17,2_14,n;m;nn;pl;ins,n;m;nn;sg;ins,C
притесняющий,притесняющий,1_21,1_21,verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,C
волах,волам,2_10,2_11,n;m;aa;pl;prp,n;m;aa;pl;dat,C
храбрых,храбрые,2_1,2_8,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
изменились,изменить,0_25,0_31,verb;perf;iv;past;mfn;pl,verb;perf;iv;inf - verb;perf;tv;inf - verb;perf;iv;inf,PARADIGM_ERROR
заключила,заключите,0_9,0_6,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,C
раздражится,раздражает,0_8,0_14,verb;perf;iv;fut;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,PARADIGM_ERROR
Симеонова,Симеон,2_5,2_18,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
возмущения,возмущали,0_11,0_0,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,POS_PAIR_ERROR
укрепили,укрепи,0_0,0_1,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
вылил,вылил,0_4,0_4,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
обманывают,обманывай,1_0,1_1,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
разрушение,разрушают,0_7,0_2,n;nt;nn;sg;nom - n;nt;nn;sg;acc,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,POS_PAIR_ERROR
долгой,долго,2_2,2_0,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adv; - adj;sint;cmp - adj;sint;short;nt;sg,C
столбы,столбе,2_3,2_0,n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;nn;sg;prp,C
сокрушились,сокрушают,0_25,0_2,,,SRC_LEXICAL_ERROR
опустошать,опустошает,0_22,0_14,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
последуя,последует,1_20,1_3,,,SRC_LEXICAL_ERROR
совести,совесть,1_22,1_1,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,n;f;nn;sg;nom - n;f;nn;sg;acc,C
наполнить,наполните,0_31,0_6,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,C
разрушает,разрушил,0_14,0_4,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
опустошит,опустошит,0_16,0_16,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
семействами,семейств,2_17,2_18,n;nt;nn;pl;ins,n;nt;nn;pl;gen,C
заключи,заключить,0_1,0_31,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;inf - verb;perf;iv;inf,C
поклонится,поклонения,0_8,0_11,verb;perf;iv;fut;p3;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
вымету,выметают,0_23,0_2,,,SRC_LEXICAL_ERROR
луки,лука,2_3,2_6,n;m;nn;pl;nom - n;m;nn;pl;acc - n;f;nn;sg;gen - n;f;nn;pl;nom - n;f;nn;pl;acc,n;m;nn;sg;gen - n;f;nn;sg;nom,C
пророчествуешь,пророчествуйте,1_23,1_5,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,C
получите,получают,0_6,0_2,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,PARADIGM_ERROR
думать,думают,1_14,1_0,verb;impf;iv;inf,verb;impf;iv;pres;p3;pl,C
полагаем,полагай,1_13,1_1,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
народное,народные,0_3,0_21,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
показывает,показываете,1_3,1_19,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,C
продолжаешь,продолжались,1_23,1_17,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;iv;past;mfn;pl - verb;impf;tv;past;mfn;pl;pass,C
осквернился,оскверниться,0_18,0_20,verb;perf;iv;past;m;sg,verb;perf;iv;inf,C
напишите,напишешь,1_24,1_23,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,C
пьяные,пьян,2_8,2_18,n;m;aa;pl;nom - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;short;m;sg,C
пришлют,пришлет,1_0,1_3,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
утешают,утешишь,0_2,0_15,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,PARADIGM_ERROR
восходи,восходите,0_1,0_6,verb;impf;iv;imp;p2;sg,verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,C
Гад,Гадова,2_18,2_5,,,TGT_LEXICAL_ERROR
воздайте,воздают,1_5,1_0,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,PARADIGM_ERROR
подложу,подложи,0_23,0_1,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
погребения,погребен,0_11,0_24,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;perf;tv;pp;pasv;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg,POS_PAIR_ERROR
скроешь,скроем,1_23,1_13,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,C
разрушили,разрушится,0_0,0_8,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;fut;p3;sg,PARADIGM_ERROR
север,северным,0_26,0_28,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,POS_PAIR_ERROR
многолюден,многолюдного,0_24,0_10,adj;sint;short;m;sg,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
возроптал,возроптали,1_1,1_22,verb;perf;iv;past;m;sg,verb;perf;iv;past;mfn;pl,C
отпустили,отпустишь,0_0,0_15,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,C
стариками,старики,2_17,2_3,n;m;aa;pl;ins,n;m;aa;pl;nom,C
открыли,открылись,1_6,1_17,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;past;mfn;pl,PARADIGM_ERROR
встретите,встретит,0_6,0_16,verb;perf;tv;fut;p2;pl - verb;perf;iv;fut;p2;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
сходили,сходились,0_0,0_25,verb;perf;iv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR
рассказывают,рассказывал,1_0,1_4,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,C
окружила,окружить,0_9,0_31,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;inf - verb;perf;iv;inf,C
полагая,полагают,1_20,1_0,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
вынеся,вынесут,1_20,1_0,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,C
утешает,утешены,0_14,0_27,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;pp;pasv;short;mfn;pl,PARADIGM_ERROR
вкладывания,вкладывается,1_8,1_12,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;pres;p3;sg;pass,POS_PAIR_ERROR
пасите,паслись,1_24,1_17,verb;impf;iv;imp;p2;pl,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR
аспиды,аспидов,2_3,2_1,n;m;nn;pl;nom - n;m;nn;pl;acc - n;m;aa;pl;nom,n;m;nn;pl;gen - n;m;aa;pl;gen - n;m;aa;pl;acc,C
восклицайте,восклицать,1_5,1_14,verb;impf;iv;imp;p2;pl,verb;impf;iv;inf,C
отнят,отнятое,2_18,2_15,verb;perf;tv;pp;pasv;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg;fac,verb;perf;tv;pp;pasv;nt;an;sg;nom - verb;perf;tv;pp;pasv;nt;an;sg;acc - verb;perf;tv;pp;pasv;nt;an;sg;nom;fac - verb;perf;tv;pp;pasv;nt;an;sg;acc;fac,C
большом,большую,2_14,2_13,n;m;aa;sg;prp - adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,adj;sint;f;an;sg;acc - adj;sint;f;an;sg;acc,C
Навуфея,Навуфею,1_20,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
чистоту,чистоте,2_19,2_0,n;f;nn;sg;acc,n;f;nn;sg;dat - n;f;nn;sg;prp,C
Фимнафу,Фимнафе,2_19,2_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
иною,иных,2_4,2_1,det;ind;f;an;sg;ins,n;nt;nn;pl;prp - n;nt;nn;pl;gen - det;ind;mfn;aa;pl;acc - det;ind;mfn;an;pl;gen - det;ind;mfn;an;pl;prp,SRC_POS_ERROR
выбросил,выбросят,0_4,0_29,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,C
простирала,простирай,1_16,1_1,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg - verb;impf;tv;past;f;sg - verb;impf;iv;past;f;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
чищу,чище,2_19,2_0,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,adj;sint;comp,POS_PAIR_ERROR
Уззу,Уззу,2_19,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
немощен,немощных,0_24,0_19,adj;sint;short;m;sg - adj;sint;short;m;sg,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,C
Твое,Твои,1_10,1_22,prn;pos;nt;an;sg;nom - prn;pos;nt;an;sg;acc - det;pos;nt;an;sg;nom - det;pos;nt;an;sg;acc,prn;pos;mfn;an;pl;nom - prn;pos;mfn;nn;pl;acc - det;pos;mfn;an;pl;nom - det;pos;mfn;nn;pl;acc,C
весах,весами,2_10,2_17,n;m;nn;pl;prp - n;m;nn;pl;prp - n;m;nn;pl;prp,n;m;nn;pl;ins - n;m;nn;pl;ins - n;m;nn;pl;ins,C
переменит,перемен,0_16,0_26,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,n;f;nn;pl;gen,POS_PAIR_ERROR
возвращает,возвращу,0_14,0_23,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,PARADIGM_ERROR
Иеровоамов,Иеровоаму,2_1,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
гнусной,гнусное,2_2,2_15,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,C
немноги,немногое,2_3,2_15,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
обществе,общества,2_0,2_6,n;nt;nn;sg;prp,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,C
лишать,лишится,0_22,0_8,verb;impf;tv;inf - verb;impf;iv;inf,verb;perf;iv;fut;p3;sg,PARADIGM_ERROR
осквернит,осквернится,0_16,0_8,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;iv;fut;p3;sg,PARADIGM_ERROR
приступал,приступим,0_4,0_17,verb;impf;iv;past;m;sg,verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,PARADIGM_ERROR
говорите,говорят,0_6,0_29,verb;impf;tv;pres;p2;pl - verb;impf;tv;imp;p2;pl - verb;impf;iv;pres;p2;pl - verb;impf;iv;imp;p2;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
пишу,пиши,1_2,1_22,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
Саваофом,Саваофа,2_14,2_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
малые,малом,2_8,2_14,n;m;aa;pl;nom - n;nt;nn;pl;acc - n;nt;nn;pl;nom - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,n;m;aa;sg;prp - n;nt;nn;sg;prp - adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,C
Дане,Дан,2_0,2_18,n;m;nn;sg;prp,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - verb;perf;tv;pp;pasv;short;m;sg,C
спи,спал,0_1,0_4,verb;impf;iv;imp;p2;sg,verb;impf;iv;past;m;sg - verb;perf;iv;past;m;sg,C
водворится,водворил,0_8,0_4,verb;perf;iv;fut;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
пася,паслись,1_20,1_17,verb;impf;iv;pprs;adv,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR
удалили,удалился,0_0,0_18,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;past;m;sg,PARADIGM_ERROR
главным,глава,0_28,0_13,n;nt;nn;pl;dat - n;nt;nn;sg;ins - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,n;m;aa;sg;nom - n;f;nn;sg;nom - n;f;nn;sg;nom - n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,PARADIGM_ERROR
посрамить,посрами,0_31,0_1,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
душами,душу,2_17,2_19,n;m;nn;pl;ins - n;f;nn;pl;ins,n;m;nn;sg;dat - n;f;nn;sg;dat - n;f;nn;sg;acc - verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,C
страдают,страдай,1_0,1_1,verb;impf;iv;pres;p3;pl,verb;impf;iv;imp;p2;sg,C
Гаттаавы,Гаттааве,2_3,2_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
уподобились,уподобился,0_25,0_18,verb;perf;iv;past;mfn;pl,verb;perf;iv;past;m;sg,C
Асаию,Асаила,1_2,1_16,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
покорится,покорении,0_8,0_5,verb;perf;iv;fut;p3;sg,n;nt;nn;sg;prp,POS_PAIR_ERROR
сходи,сходите,0_1,0_6,verb;perf;iv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,C
сражение,сражает,0_7,0_14,n;nt;nn;sg;nom - n;nt;nn;sg;acc,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
допускают,допускать,1_0,1_14,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;inf - verb;impf;iv;inf,C
духовный,духовным,0_12,0_28,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,n;f;nn;pl;dat - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
покорились,покорить,0_25,0_31,verb;perf;iv;past;mfn;pl,verb;perf;tv;inf - verb;perf;iv;inf,PARADIGM_ERROR
производите,производил,0_6,0_4,verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,C
волхвов,волхвах,2_1,2_10,n;m;aa;pl;gen - n;m;aa;pl;acc,n;m;aa;pl;prp,C
восхвален,восхвалит,0_24,0_16,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
благодеяниями,благодеяния,1_7,1_20,n;nt;nn;pl;ins,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,C
собирай,собирания,1_1,1_8,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
посев,посева,2_18,2_6,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;gen,C
покупает,покупали,0_14,0_0,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg - verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl - verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,C
Галгал,Галгалу,2_18,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
реками,рек,2_17,2_18,n;f;nn;pl;ins,n;f;nn;pl;gen,C
подумали,подумайте,1_6,1_5,verb;perf;iv;past;mfn;pl,verb;perf;iv;imp;p2;pl,C
гадают,гады,0_2,0_1,verb;impf;iv;pres;p3;pl,n;m;aa;pl;nom,POS_PAIR_ERROR
